	R100	R101	R102	R103	R104	R105	R106	R107	R108	R109	R10	R110	R111	R112	R113	R114	R115	R116	R117	R118	R119	R11	R120	R121	R122	R123	R124	R125	R126	R127	R128	R129	R12	R130	R131	R132	R13	R14	R15	R16	R17	R18	R19	R1	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R2	R30	R31	R32	R33	R34	R35	R36	R37	R38	R39	R3	R40	R41	R42	R43	R44	R45	R46	R47	R48	R49	R4	R50	R51	R52	R53	R54	R55	R56	R57	R58	R59	R5	R6
2768_c00093_vamb384_MEGAHIT.k21-141.Full_450	66.0883	0	0	0	0	0.119314	22.279	0	0	0.0914632	0.0968618	3.13112	0	0	6.92732	114.462	0	9.77333	69.583	6.96597	0	0	0	18.423	0	0	73.9837	16.4138	68.8189	0	16.1981	10.0225	0	1.55356	0.31239	2.10118	0	0	2.42433	27.0332	11.05	56.2264	0.227988	14.7593	36.2384	10.3929	0	18.6445	16.317	2.79138	5.8542	0	4.13667	5.26253	5.17064	0	8.54793	8.94836	0	0	0	14.1293	4.25734	0	38.2357	0	0	1.88565	25.9847	0	0	0	4.17537	0	4.43949	0.31093	1772.39	0	0	0	0	0	0	0	0	0	286.147	0	4.75852
2769_c00094_vamb384_MEGAHIT.k21-141.Full_450	4.30705	2.53958	1.98608	1.07593	7.60447	2.28177	4.41135	10.4802	0	0.736491	7.01962	1.35067	8.44005	0	0.972916	9.18341	6.38824	2.45929	2.94274	0.478052	3.9397	0	0	2.53018	9.41944	9.17334	4.87238	7.19831	0	8.04808	2.32912	16.2378	7.68693	11.8842	10.0618	15.1065	5.63916	1.71694	0	5.4472	4.83569	4.71617	2.18005	3.38297	6.23985	5.1108	0	3.47523	1.97083	1.22922	0.818403	0	1.51407	7.63735	3.4696	3.7239	0.755479	9.78018	57.997	8.05591	0.95097	1.29287	1.45516	0	0.874666	3.86091	4.83245	1.42346	8.17316	1.8174	4.53032	0	0.840526	2.59056	1.3964	6.0506	173.186	2.70008	1.55826	2.21877	6.26567	139.778	5.65222	4.98241	5.3496	6.41706	10.2016	240.037	0.921073
2770_c00095_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	0.266079	0	0	0	0	127.544	0	0	0	0.679866	0	1.06807	0	0	0	0	0	0.12905	0	0	0.290319	0	0	0	8.09214	1.39084	0	0	0	0	0	0	0	9.45262	99.2275	0.64014	0	0	0	1.51436	0	0.75464	1.42657	0	0	0	81.3692	109.816	101.175	0	0	244.941	0	0	0	0	0	0	0.949629	0	0	29.3628	0	0	0	0	197.56	0	0.909708	0	1.33757	0	0	0	0	0	0	0	0	0	3.46818	0	0
2771_c00096_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	1.0648	0	0	0	0	0	0	0	0	1.36036	0	0	2.55704	0.34616	0	0	0	0.387327	0	0	0.580906	1.51135	0	1.24879	0	5.9138	0	0	0.683107	0.98466	0	0	0	1.18212	0	0	0	0.319522	0	0.757529	0	0.754987	1.42722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01456	0	0	0	0	0	0	0	0	0	1.73489	5.2672	0
2772_c00097_vamb384_MEGAHIT.k21-141.Full_450	17.455	0.175434	0	3.5674	0	2.12363	3.79204	0	0	0.712363	1.1854	7.96105	1.86562	0	0.716894	48.6864	0	3.80545	16.9116	2.81773	4.35447	5.96357	5.86004	3.94103	0	4.60931	11.9694	9.22702	0.513888	7.62381	5.66335	13.0966	0	3.11114	2.43275	1.66987	0	0	2.15792	20.4694	10.689	19.8758	0.253666	8.12782	12.0484	4.62476	0	13.8277	15.9744	1.16477	3.25696	2.21228	3.76536	9.95138	16.2976	3.08751	2.44985	16.4245	2.67135	0	0	5.71577	6.26852	3.72695	15.4671	0	0	2.09756	7.22564	0	0	2.48808	4.18034	0	0.617379	0.922469	450.009	1.49212	0	12.2629	9.89298	0	0	0	1.18275	10.6396	111.212	5.35938	2.23949
2773_c00098_vamb384_MEGAHIT.k21-141.Full_450	24.0369	94.2505	175.119	302.613	475.268	140.87	14.7705	235.624	73.6761	64.2315	194.038	45.2217	378.683	160.912	20.2709	51.2543	286.406	43.3704	55.1753	17.7842	48.3712	62.2308	27.6163	14.4601	590.813	194.571	18.8026	27.5658	58.1233	388.151	69.1497	40.0343	464.121	141.032	143.894	146.712	205.639	86.2482	53.6632	116.604	82.5758	58.5705	71.8553	39.0693	62.2396	11.6758	8.78333	55.0801	29.3306	18.2322	35.9976	80.4281	18.5899	37.2416	93.9081	87.3039	26.0502	109.067	43.1634	247.273	167.707	41.8476	53.3151	17.3127	73.2161	66.7906	86.2957	10.591	55.6375	6.0857	333.752	49.4147	54.8797	104.094	41.7722	229.514	2950.08	153.695	33.917	215.479	432.586	125.306	170.376	119.587	189.913	193.401	121.222	197.544	45.6421
2774_c00099_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	0.845098	0	0	0	0	0.517466	0	0	0	0.479885	0	2.29971	1.35293	0.671736	0	0	0	0.452222	0	0	1.22951	3.79874	0	0	5.48565	5.70606	0	8.63501	2.10459	3.3334	0	0	0	1.25088	1.11167	0.338897	0.0943168	0.338119	0.240979	1.20248	0	0	0	0	0	0	1.74052	0.608783	1.49558	0	0	1.55288	0	0	0	0	0	0	1.00538	0	0	0	0	0	0	0	0.483071	0	2.42557	0	0	0	0	0	0	0	0	0	0	0	2.44795	0	0
2775_c00100_vamb384_MEGAHIT.k21-141.Full_450	1.6879	0	0	0	0	0.141176	0.432157	0	0	1.2991	1.94876	0	0	0	0	0.49081	0	1.15653	0.691838	0	0	0	0	0.558911	0	0	1.57186	2.0452	0	0	0	3.20031	0	0.367715	0.369677	0	0	0	0.286948	0	0	1.38647	0.269846	0.172902	0.492927	1.22984	0	0.817138	0	0	0.192491	0	0.445031	0	0.509865	0	0	0	0	0	0	1.0133	0	0	0	0	0	0	0	0	0	0	0	0	0.65672	0.245317	11.5861	0	0.916057	0	1.57845	0	0	0	0	0	3.75547	0	0.216548
2776_c00101_vamb384_MEGAHIT.k21-141.Full_450	3.59158	10.4696	4.96801	1.67066	27.6991	32.9334	5.40915	4.2912	36.6199	1.64131	7.68379	1.36453	2.11116	0	0.418158	2.79978	4.55568	4.9218	5.13224	0.352049	1.64265	4.1278	2.21055	2.73325	27.6244	22.1361	2.05762	7.34654	0	6.83334	6.73609	13.1693	16.0858	14.4855	12.0051	11.0016	2.35189	6.44455	1.22126	21.3007	8.79683	1.66974	1.86626	2.20254	3.00838	5.0382	19.6896	0	0	0	0.409639	2.50416	2.36742	9.5936	1.08488	2.60904	1.29656	7.65002	6.04756	13.3894	14.076	1.07805	0.826285	0	2.65145	4.82852	0	1.31011	6.13147	18.187	28.3364	2.16083	4.36751	6.48073	0.797121	8.87629	68.8057	5.4934	2.92389	12.4989	27.7147	0	0	0	36.5597	6.02088	8.65697	6.06462	1.0195
2777_c00102_vamb384_MEGAHIT.k21-141.Full_450	1.19919	0	0	0	0	0	1.22807	0	0	0	0	0.563947	0	0	0	2.0923	0	0	0	0	0	0	0	1.19117	0	0	1.34011	1.74347	0	0	0	6.82103	0	0	0	0	0	0	0	4.08958	1.81738	0.369423	0	0.736997	1.57595	3.93185	0	0.870809	0.823109	0	0	0	0.948546	0	0.543345	0	0.326795	0	0	0	0	0.539923	0.789532	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25984	0	0	0	0	0	0	0	0	0	3.33515	0	0
2778_c00103_vamb384_MEGAHIT.k21-141.Full_450	12.2569	6.63284	0	24.6517	0	9.1974	3.68996	94.6332	4.94359	1.24153	6.71619	12.1338	0	19.1266	3.71594	32.6425	0	9.28226	23.7937	5.7978	3.54055	12.3809	11.9113	5.28604	5.11116	57.3589	16.2208	4.92431	3.1345	25.7233	7.53457	10.3604	90.0552	2.9958	7.22683	5.31336	5.06977	32.4144	2.96165	26.3964	12.383	13.1177	2.63996	7.33406	22.3252	6.11032	10.611	17.8009	7.08466	1.42123	5.1748	15.3704	5.61305	24.2668	20.7855	115.526	5.45058	14.566	3.25914	69.8684	71.7859	12.7795	2.54834	0	10.6096	78.0495	29.3084	3.83648	17.6181	71.0509	50.4877	5.05787	13.5942	13.9685	2.27129	10.8092	331.232	72.787	4.2015	6.10132	29.852	0	0	7.13313	134.202	69.6893	63.1539	3.26769	4.5986
2779_c00104_vamb384_MEGAHIT.k21-141.Full_450	12.4776	6.31666	0	2.95239	2.08636	9.06196	4.20308	0	0	4.29733	10.17	54.9664	4.63202	0	3.1153	8.88265	0	195.063	10.496	0.43719	0	0	0	2.44596	1.29223	11.4498	2.93564	6.92283	12.1259	3.94298	25.5674	11.2061	1.91829	12.8773	12.9451	12.0285	0	0	3.68509	167.42	20.5675	12.9496	6.61576	4.43924	5.17838	5.74186	0	33.3815	36.0613	4.09953	3.596	0	14.5451	10.1719	107.71	0	1.07399	38.9237	0	0	0	8.27885	1.55654	1.85047	14.4007	0	0	13.0183	42.5948	0	0	3.08939	5.18956	0	6.89917	9.45005	270.429	3.70486	1.0693	3.04581	20.2654	0	0	3.42055	26.4434	4.40396	35.068	9.97944	3.53807
2780_c00105_vamb384_MEGAHIT.k21-141.Full_450	7.89239	0.436284	10.9165	4.4352	0	0.495027	10.6076	0	0	0.126581	1.07212	3.71114	2.31947	0	1.11427	24.0997	0	6.75967	8.08594	0.875687	0	19.7741	2.42877	7.02223	0	3.44007	14.7002	11.7147	0	0	1.92042	13.2034	0	0.859769	4.75363	2.90777	0	2.3606	1.00653	29.9012	13.6888	17.4271	0.157754	8.48758	14.1178	17.2513	0	21.8204	21.6131	0	1.8007	2.75192	3.28485	14.7529	12.3019	0	2.50974	19.1597	16.6146	0	0	10.6602	5.88905	0.926618	8.55349	0	0	2.60754	17.9614	0	0	0	13.282	0	1.9193	0	257.291	0	0	9.15112	0	0	7.77369	3.42568	0	0	108.288	13.3258	3.54336
2781_c00106_vamb384_MEGAHIT.k21-141.Full_450	1.32487	0	0	0	0	0	1.35669	0	0	0	0	0	0	0	0.448917	2.31175	0	0	0	0	0	0	0	0.657928	0	0	0.397729	2.40799	0	0	0	5.98431	0	0	0	0	0	0	0	0	0	0	0	0.203538	0.290193	2.89592	0	0.96206	0	0	0	0	0	5.13013	0	0	0.18056	0	0	0	0	0	0	0	2.42101	0	0	0	1.13065	0	0	0	0.581634	0	0	0	0.852438	0	0	0	0	0	0	0	0	0	5.89554	0	0
2782_c00107_vamb384_MEGAHIT.k21-141.Full_450	0	0.922805	0	0	0	0.1745	0.534183	0	0	0.267764	0.42521	0	0	0	0.235685	1.21373	0	1.42976	0	0	0	0	0	0.518092	0	0	2.52634	0.505711	2.70406	1.67036	3.38491	2.09452	0	2.27325	5.13681	2.2365	0	0	0	3.16193	2.81074	0	1.83536	0	0.30471	2.53395	0	2.02033	2.8646	0	0	0	0.550206	1.53893	0.63027	0	0.568835	4.58044	0	0	0	0.626316	0.549534	0	0	0	0	1.37874	2.37413	2.64174	0	1.09074	1.22141	0	1.21791	2.42653	13.4253	0	0	0	0	0	0	0	0	2.33235	1.5476	0	0
2783_c00108_vamb384_MEGAHIT.k21-141.Full_450	10.068	4.05487	0	0	0	11.5462	4.05002	2.24982	5.51121	1.38429	10.8443	2.70488	0	0	1.46204	9.7255	0	2.95645	3.53613	0.718032	0	0	0	3.03524	0	1.25403	4.01846	2.87581	0	0.863449	0.699921	5.53406	1.05039	1.41021	3.30768	1.81706	0	0	0	4.90335	7.26485	0.443212	0.172515	1.54659	5.35571	2.61983	0	3.13321	0	0.528276	0.492331	0	1.70658	7.95504	3.25812	2.80045	1.17632	2.70602	0	0	1.42901	1.94262	1.51509	1.01307	2.6281	0	0	2.13811	15.9537	0	0	0	1.89417	0	0	4.70408	101.786	0	3.51295	0	7.39699	3.18487	0	11.2393	0	0	28.0012	0	0.553426
2784_c00109_vamb384_MEGAHIT.k21-141.Full_450	3.73063	0.494945	0	8.38506	0	0	1.52796	0	0	0.287267	1.52048	7.7171	0	0	0.758455	7.16119	0	0	0	0.496624	0	0	0	0.926171	0	2.60238	5.42009	4.34015	0.725236	1.79161	5.80941	7.23953	2.17967	0	3.43183	1.07411	0	0	0.380703	8.47828	6.0298	4.13887	0.179	1.37534	5.22988	5.97987	0	2.16718	5.12143	0.54816	2.04341	0	4.1315	11.5542	17.5777	0	1.42401	19.6522	0	1.57001	0	0.67183	2.7509	0	4.08996	0	0	0	0	0	0	1.17007	9.17093	0	0.870984	0.650765	222.722	0	0	0	11.8605	0	0	0	1.66958	0	7.47052	0	0.574168
2785_c00110_vamb384_MEGAHIT.k21-141.Full_450	0.749446	0.497148	0	0	0	0.564016	1.7266	0	0	0.144274	0.305451	0	0	0	0.507887	1.96175	0	0.77026	1.84248	0	0	0	0	1.48846	0	1.30699	2.09393	3.26962	2.91388	0	2.91763	5.5165	0	7.34844	0	4.26098	0	0	0	3.40638	8.32786	2.30963	1.43839	1.61169	0.984969	2.18418	0	0	2.05769	0.275304	0	0	2.37137	5.80278	1.35814	0	0	8.45984	7.57504	0	0	0	0.789468	0	1.36938	3.02204	0	2.22809	2.55759	0	0	0	3.2899	0	0.437431	1.14391	64.6064	0	3.66107	0	0	0	0	0	0	2.5132	5.83627	0	0.28836
2786_c00111_vamb384_MEGAHIT.k21-141.Full_450	8.27587	5.21538	0	3.7199	0	6.43519	2.33012	0	31.7134	1.27479	2.0309	3.8901	2.91812	0	0.841268	15.7671	0	12.7585	9.15432	0.275378	0	6.22045	0	1.84884	0	4.33076	6.24318	4.63938	9.65471	0.993448	4.83257	11.9062	1.20893	3.78711	4.35038	2.09159	0	0	0	5.6411	20.8987	10.9361	4.42794	3.39663	3.26311	2.22108	0	10.8169	9.08903	1.88909	1.70035	0	1.96403	5.49136	9.74786	0	0.677105	16.3466	0	0	1.64449	1.56004	3.70503	1.1656	9.07225	0	8.35374	0.820015	4.4104	0	0	1.29789	2.90612	4.48004	1.44918	4.87266	235.294	0	6.73831	7.67914	3.86908	0	0	0	0	0	19.3345	0	0.327293
2787_c00112_vamb384_MEGAHIT.k21-141.Full_450	0.830976	0	0	0	0	0	1.48887	0	0	0	0	0	0	0	0	4.71331	0	0	1.02131	0.553008	0	0	0	0	0	0	0.464361	2.71936	0	0	0	10.0088	0	13.0376	7.64435	11.551	0	0	0	13.2163	1.67873	1.02457	0	2.80781	0	1.81632	0	0	0	0	0	0	0	0.918967	0.752905	0	0.226629	2.34478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.459	0	0	0	12.8284	0	0	0	0	0	0	0	0	0	7.3957	0	0
2788_c00113_vamb384_MEGAHIT.k21-141.Full_450	4.21552	0	0	11.3688	0	0	2.80536	0	0	0	0.515487	0	0	0	0.857043	3.31073	0	1.73303	2.07238	0	0	0	0	1.40508	0	1.47072	4.29077	5.71949	0	3.03614	0	8.62985	0	0	0	0	0	0	0.430289	5.75648	1.70321	2.59888	0	1.29488	0.825004	2.66777	0	1.2244	1.15744	1.54913	0	0	2.66782	8.00085	0	0	0.506967	1.01708	0	0	0	0	1.21099	0	0	0	0	0	0	0	0	0	0	0	0	0.183856	13.6887	0	0	0	4.72992	0	0	0	0	0	7.35135	0	0
2789_c00114_vamb384_MEGAHIT.k21-141.Full_450	3.37926	0	7.0101	0	0	0	3.45975	0	0	0.325347	0.172178	0	0	0	0.572521	2.58024	0	2.60482	2.07658	0	0	0	0	0.419394	0	2.94742	1.18024	3.69394	0.821339	2.02819	4.11094	7.63162	0	0	0	0	0	0	0	5.76815	7.68	2.60416	0.202722	2.595	3.70118	3.0776	0	2.45378	0	0	0.289308	0	0.668309	19.619	7.99208	0	1.15207	2.38378	8.54145	0	0	0.760661	0.667439	0	6.17396	0	0	5.85941	4.3232	0	0	0	2.96657	0	2.46561	0.368458	115.411	0	9.63011	0	0.789918	0	0	0	0	0	6.57902	4.27823	1.62502
2790_c00115_vamb384_MEGAHIT.k21-141.Full_450	0	0.280778	0	0	0	0.849334	1.51672	0	6.48794	0.489014	1.38023	1.5916	0	0	0.860527	4.80163	0	9.57041	5.20198	0.281671	0	0	0	2.52147	0	76.7891	3.78446	9.54228	0	11.1777	3.29544	13.0284	1.23663	3.87387	1.1125	1.60467	0	0	0.432042	0	5.1304	3.65325	1.62508	1.82019	2.96696	2.46708	0	2.45876	1.16214	1.55545	0	0	2.67867	4.68068	6.13593	0	0.923532	7.16586	8.55886	1.78129	0	0.762206	1.56052	0	3.09325	0	4.2724	0	0	0	0	0	2.97259	0	3.45887	0.923018	100.19	0	22.0564	0	13.4559	0	0	0	20.8436	5.67822	10.3595	0	1.30265
2791_c00116_vamb384_MEGAHIT.k21-141.Full_450	3.52764	0	0	0	0	0	2.2572	0	0	0	0	0.828995	0	0	0	6.15692	0	0	2.16761	0	0	0	0	1.09445	0	0	2.46417	1.28279	0	0	4.29137	5.01603	0	0	0	0	0	0	0	14.0245	4.45384	2.17501	0	1.08351	3.091	1.28509	0	0	2.42143	0	0.302049	0	0.697664	0.975174	0.799026	0	0	4.1472	0	0	0	0	2.09023	0	0	0	0	0	0	0	0	0	0	0	0	0	43.1097	0	0	0	0	0	0	0	0	0	4.90566	0	0.339253
2792_c00117_vamb384_MEGAHIT.k21-141.Full_450	0.884373	0.29333	0	0	0	0.480246	0	0	0	0	0	17.4574	0	0	0	0	0	1.81785	0	0	0	0	0	0	0	0	0.988423	0	0	0	24.0988	0	0	0.57817	0	0	0	0	0	6.02724	44.6627	2.72638	0	0	0	1.28868	0	29.5395	14.5692	2.60037	0	0	9.7946	6.84525	19.2302	0	0	38.2607	0	0	0	0	0.232896	0	12.9256	0	0	1.75238	6.03338	0	0	0	27.1719	0	14.4542	0	1.13763	0	0	0	0	0	0	0	0	0	7.87098	0	0.3402
2793_c00118_vamb384_MEGAHIT.k21-141.Full_450	8.03478	0	0	0	0	0	14.6236	0	0	0	0	0.83917	0	0	10.2852	51.8094	0	25.6911	9.87399	11.5839	0	0	0	15.0672	0	0	21.702	9.41479	12.1525	0	40.8347	18.8174	0	0	0	1.69247	0	0	14.5819	52.7298	43.2821	89.1735	0	32.3561	66.4918	30.5708	0	32.4123	37.9937	9.18784	18.3465	0	0.706247	1.97428	23.4565	0	20.4563	3.35851	0	0	0	59.4818	27.7421	0	17.941	0	0	0.88448	13.7034	0	0	0	0.78369	0	6.25341	0	384.713	0	0	0	0	0	0	0	0	0	153.946	0	24.3827
2794_c00119_vamb384_MEGAHIT.k21-141.Full_450	3.65809	0	0	4.11028	2.90396	0	1.87247	0	0	0.704512	3.35518	5.15756	0	0	2.16918	4.78864	0	24.4377	3.37145	0	0	0	13.5079	1.36182	0	20.7432	2.81086	4.32349	1.77849	1.09762	3.56	9.17911	1.33605	1.1958	0.600934	0	7.19185	0	0	22.8514	5.54206	3.94735	0.438968	1.12352	1.60268	2.6652	0	2.6562	1.25549	0.336168	1.56627	3.82961	2.17042	6.06694	6.62845	0	0	5.16045	0	0	0	4.117	0.963339	0	0	0	0	0.90601	3.11922	0	0	0	4.01391	0	0.53383	0.398888	203.51	0	0	0	4.27533	0	0	4.76727	0	0	6.10451	4.63083	1.05534
2795_c00120_vamb384_MEGAHIT.k21-141.Full_450	0.930435	0	0	0	0	0	1.19064	0	0	0	0	0	0	0	0.945825	4.65673	0	0.956267	2.28668	0.309538	0	0	0	0.271782	0	0	1.29991	3.38373	0	0	0	7.78233	0	0	0	0	0	0	0.474963	0	1.87947	2.29497	0	1.14304	1.49273	1.35579	0	2.70241	0	0	0	0	2.20821	0	0.842965	0	0	2.44986	0	0	0	0	0.735075	0	0	0	0	0.921749	3.17333	0	0	0	2.45022	0	0	0	48.0025	0	0	0	0	0	0	0	0	0	17.944	0	0
2796_c00121_vamb384_MEGAHIT.k21-141.Full_450	8.91563	1.26739	0	0	0	0.319294	3.25852	0	0	0.49105	5.19399	1.19628	0	0	0	8.89599	0	1.309	1.56413	0	0	0	0	1.57947	0	0	2.13563	4.17117	0	0	4.9572	6.39142	0	1.66597	1.67399	1.61113	0	0	0	5.78074	1.28593	3.1443	0.305928	3.51862	4.46481	10.207	0	3.69904	1.74863	0.937735	0	0	1.00774	2.81405	10.383	0	0.347879	15.5641	0	0	0	0	1.00619	0	9.30393	0	0	0	2.16948	0	0	0	4.47064	0	2.23086	0.55574	216.134	0	0	0	0	0	0	0	0	0	9.91921	0	0.979279
2797_c00122_vamb384_MEGAHIT.k21-141.Full_450	1.28796	0	0	2.89321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58166	0	0	0	0	0.638867	0	0	0.719875	0	0	0	0	3.44703	0	1.68471	0	0.814638	0	0	0	2.92271	2.60071	0	0	0	1.69312	0.938329	0	0	0	0	0	0	1.01906	0	0	0	0	3.63199	0	0	0	0	0	0	0	0	0	0	4.38749	0	0	0	0	0	0.751975	0	18.213	0	0	0	0	0	0	0	0	0	1.43295	0	0
2798_c00123_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59304	0	0	0	0	0	0	0	1.08761	0	0	0	3.78673	0	0	0	0	0	0	0	0	0	7.85834	0	0	0	0.568446	0.945096	0	0	3.56205	0	0	0	1.02642	4.29902	4.30801	0	0	9.75503	0	0	0	0	0	0	4.73802	0	0	2.56855	0	0	0	0	6.83002	0	1.51481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2799_c00124_vamb384_MEGAHIT.k21-141.Full_450	7.21613	0.95743	0	0	0	0	3.69167	0	0	0.278336	0.588656	2.71013	0	0	0.978106	15.1747	0	0	3.54365	2.39823	0	0	0	2.79938	0	0	4.4369	1.05063	0	0	0	10.6217	2.10966	3.77616	2.8454	0	0	0	0	3.28325	4.37063	7.12889	1.04038	3.54309	5.27346	0	0	2.09567	1.98147	0.531655	0.990479	0	0	0	5.75145	0	2.36651	0.271573	0	0	2.8677	0	0	2.03038	0	0	0	2.8568	0	0	0	0	2.5325	0	0	1.57459	211.656	0	0	0	1.34903	0	0	0	0	0	35.6047	0	1.66402
2800_c00125_vamb384_MEGAHIT.k21-141.Full_450	1.45383	0	0	0	0	0	0	0	0	0	0.889482	0	0	0	0.985294	0	0	0	0	0	0	0	0	0	0	0	0	1.05837	0	0	2.82898	0.486352	0	71.324	57.3263	56.1138	0	0	0	0	0	0	0	0	0.6371	0	0	4.22214	0	0	0	0	2.30077	0	0	0	0	1.36626	0	0	0	0	1.91417	0	0	0	0	1.43887	0	0	0	0	1.27554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2801_c00126_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	0	0	0	0	0	1.39908	0	0	0	1.95213	0	0	0	0	0	0	0	1.47786	0	0	0.833007	5.9672	0	0	1.44989	5.98235	0	0	0	0	0	0	0	3.37987	0	0	0	0	0.653067	0	0	0	0	0	0	0	0	0	1.34965	0	0	1.40041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.406	0	0	0	0	0	0	0	0	0	0	0	0.572699
2802_c00127_vamb384_MEGAHIT.k21-141.Full_450	6.08355	4.03583	18.9198	6.83121	53.0614	6.47955	2.72492	33.3063	11.6607	0.293373	1.55115	8.56655	75.0277	14.8383	0	25.9005	20.3084	3.12613	3.73382	1.51614	4.17411	17.1473	0	1.13112	71.7237	20.7473	10.2052	5.53903	1.48081	28.5036	2.95938	18.3489	37.7973	9.94916	8.99572	16.3621	11.978	1.26188	0	20.7521	15.3582	6.57693	0.731037	4.20354	6.66505	7.75879	0	6.62524	10.4452	0.560442	1.56608	0	8.42435	10.0748	16.4111	11.8801	2.07876	5.93385	0	16.0018	24.3504	6.84499	1.60195	0	5.55355	12.2525	7.67031	0	10.3539	5.77839	52.8433	0	2.66859	8.23361	5.32881	2.6609	82.2124	21.4392	2.47772	7.06566	10.2299	13.5043	9.01999	23.8306	7.3295	22.6791	35.5349	53.8672	1.16889
2803_c00128_vamb384_MEGAHIT.k21-141.Full_450	6.63159	3.29959	0	0	0	5.40036	0.847964	0	0	5.11866	6.42553	9.33563	17.5233	0	0.561807	10.1368	0	1.70386	6.10376	1.10151	0	0	0	1.64361	0	2.89879	9.26788	4.22571	3.22938	13.9087	0	9.9827	0	50.9803	80.6305	59.822	0	0	0.847849	22.5503	3.34642	6.14532	4.38428	10.1717	10.8989	9.66217	0	9.62915	4.55256	1.22254	3.98523	0	7.87182	38.4258	16.5145	0	0.906827	49.8433	0	0	0	0	4.36558	0	9.07949	0	0	1.64022	5.64073	0	0	0	10.1801	0	0.96816	6.15128	168.272	0	10.8046	0	13.9457	29.4542	0	0	11.1628	0	14.7569	0	0.636954
2804_c00129_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	0.849385	0	0	0	0	0	0	0	0	2.17583	0	0	0	0	0	0	0	0	0	0	0.928345	2.41876	0	0	0	5.55525	0	0	0	0	0	0	0	7.52933	0	0	0	1.01888	0	3.6294	0	0	0	0	0	0	1.31417	0	0	0	0	0	0	0	0	0	0	0	6.06314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2805_c00130_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	0.481248	0	0	0	0.384049	5.2971	0	0	0	0.82227	0	1.93444	0	1.87505	0	0	0	0	0	0	0.52616	0.685634	0	0	1.83097	1.88887	0	0	1.23713	0	0	0	0	21.3221	9.4961	0	0	1.15442	7.42506	2.74236	0	35.5285	23.2599	0	0	0	13.4071	10.3816	3.40851	0	1.5455	7.07145	0	0	0	1.69403	1.98251	0	0	0	0	9.30716	9.59905	0	0	0	6.6031	0	0	0	31.4266	0	0	0	0	0	0	0	0	0	29.3204	0	0.722894
2806_c00131_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	1.02529	0	0	0	0	0	0	0	0	2.62847	0	0	0	0	0	0	0	0	0	0	0	11.6898	0	0	0	10.0615	0	0	0	0	0	0	0	0	0	0	0	1.84448	0	4.3824	0	2.91156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40748	0	0	0	0	0	0	0	43.7745	0	0	0	0	0	0	0	0	0	0	0	0
2807_c00132_vamb384_MEGAHIT.k21-141.Full_450	10.2527	63.2583	8.49928	36.8202	0	70.3544	2.62088	0	361.7	8.71397	165.709	1.92288	28.8868	0	4.86418	5.37572	0	4.2147	5.02932	1.36133	39.397	15.4126	0	2.03141	0	21.536	6.87885	1.49428	7.99525	39.2905	7.97799	2.74354	0	41.6047	39.0856	33.7801	0	0	0	0	6.20592	2.53611	11.8418	1.25728	3.59529	2.98744	0	5.95433	0	3.78625	2.11528	0	0	4.52204	5.56921	0	0	13.4782	10.404	4.31497	0	3.69068	6.47907	23.0523	0	0	0	2.02721	6.96755	15.585	0	35.4028	1.79806	66.6088	2.39543	135.21	76.352	0	20.0502	76.289	68.9801	9.11846	0	0	9.21621	6.88752	6.84474	51.841	0
2808_c00133_vamb384_MEGAHIT.k21-141.Full_450	0	0	0	0	0	0	0	0	0	0	0.45703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17771	1.49785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46782	0	0	0	14.7138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
